undefined
Parametric model
ID,distance F1,distance F2,c_1 ,c_2 ,c_3 ,c_4 ,c_5 ,c_6 ,c_7 ,c_8 ,c_9 ,c_10 ,c_11 ,c_12 ,c_13 ,c_14 ,c_15 ,c_16 ,c_17 ,c_18 ,c_19 ,slope, intercept, r2, rmsre, steyx, LOD, mErr%, LOD%, exp
27,16000,17000,102.66455467559744,183.21817905828195,296.53809441417616,367.339169208617,454.86084030695895,528.3317170232123,593.6724926839292,658.9807125573418,716.2823687255568,824.1486321068942,889.5816156686545,958.1924457347601,1016.4025642896984,1048.3039628073009,1348.43841753542,1714.9620923648527,2085.1117267044665,2389.275459051134,2460.344309116403,6.987485725144677,406.57940492006344,0.9112028449371226,0.29552254519659266,218.76423898506968,103.31641695565429,-14.450715636469248,29.992859158643398,3.592999999999996
28,16000,18000,38.56253738480817,73.57274167119596,107.86329980935349,137.30019512717558,168.17945367339132,192.569991455799,221.3859961351536,247.4731159373185,266.13397680071887,293.65203389535327,313.9219598018463,332.1181090065712,349.43464911964895,367.93858965202486,457.9814635601341,553.54618065442,628.7905204397937,655.8029923842835,656.552928768,1.7858693246291972,172.31429237054007,0.8085463825295842,0.3184069929667885,87.15501876508985,161.04849215914143,-21.881380375020555,46.75253832229092,1.296500000000002
29,16000,19000,22.558993184751625,41.430597509494135,60.936699810249856,76.70048636142383,91.81077753646977,105.09622865140383,119.90640631915741,136.2773619900041,145.4562030166159,156.98140029530515,164.64765794960795,172.99930067159067,180.5562561574794,189.24118122451867,224.51243208673807,253.69928381273584,258.2975252010799,237.95810407027327,229.4907095226725,0.5492569637309477,105.83364583516246,0.5535650302931057,0.3447437389066413,49.469071069859126,297.21595775798255,-35.871407914088195,86.2820897531001,0.5310000000000004
30,16000,20000,18.566296089976376,33.84985862478645,49.61710816828886,61.813902971079266,72.91282644145049,83.81928396418597,94.86623159808546,107.6679153059305,115.82297211181765,121.75696666872204,127.11332335133852,133.1777750255399,137.23888147579177,143.50364155571918,163.44715046990478,174.64266115788402,161.7640387725155,135.1565915051828,125.80899363850584,0.24240291971689812,88.6321374143858,0.2802851788654045,0.3592492816255439,38.956632371444925,530.3438051650104,-51.49059185868741,153.95933698320766,0.14824999999999994
31,16000,21000,19.44047597394766,35.31473251712074,51.47608360555505,63.83509708594028,74.58112656893545,86.15773480477924,96.9060898524652,109.43791271326755,118.69219021283975,122.32896200630017,127.3070614926158,133.02477671459206,135.98667235190524,142.14598239401315,157.68921996000614,162.213883843193,141.01779582118718,110.07245074319188,100.0325240878556,0.14623098062899692,92.59509632468018,0.12349985748120557,0.36505017974223336,39.070193644397655,881.6985188222536,-64.76663062015042,255.95796171261904,-0.08140000000000021
32,17000,14600,507.3386945561509,1212.5941091979494,2080.3225860558246,2442.163470654652,3234.1581822452417,3573.4508366679506,4062.344163245969,4573.908558613334,4950.039446933254,6034.347905963565,6373.064186227419,6719.6325942504955,7586.207275457811,7604.477276162439,10000.223717397757,12326.195612004614,15684.32014286114,17311.285611054478,17239.63390248923,50.682053664197234,2861.6177327582973,0.8939529297416201,0.3195238746366323,1750.691486691337,113.99068286300705,-14.082717794135991,33.09160922581381,-2.4970833333333324
33,17000,15000,389.0097522471276,977.2880793161103,1629.6740911011852,1980.8538349433109,2645.9734294341233,2852.9893073089816,3330.106136886028,3735.0166981977363,4032.057623479314,4956.536780353357,5231.696238322467,5747.7347150989735,6146.620195654823,6171.703921370758,8416.068343997964,11157.813044795992,14146.801090560002,17238.127753716766,17222.57101460382,51.504498788055336,1977.8601264691824,0.9425323253053629,0.2956729013435186,1275.4758930494804,81.72238437624466,-10.029911261269408,23.724089906808203,-2.7964999999999978
34,17000,15500,315.6591867827881,724.7555985394456,1096.9389799994497,1409.6643367840215,1774.6906868078695,2138.7631578921664,2360.5377273295094,2602.3680285625483,2743.324393323779,3434.647049918864,3791.379304343316,4092.9607888528617,4396.19932777622,4489.658493719709,6269.141678005958,8798.436710886037,11729.791265395043,15317.03791006004,16567.506618897583,48.66835053626951,950.1623045185261,0.9839212581999538,0.2386495756957546,623.9587654196708,42.308068861927445,-5.363617886382466,12.2820746986864,-3.3953333333333306
35,17000,16000,265.173116349598,467.8896385428194,801.752133562043,991.9069879206295,1265.8324440354463,1476.9956948026202,1656.1151281310742,1819.0434661349366,1982.7586617787995,2416.3533233839107,2660.03630917028,2913.0058310831864,3148.4085831437683,3223.610882722304,4479.581820003875,6363.1269518173185,9207.453800335954,12890.725378635667,14164.15673919136,41.48160032151451,390.3347912678455,0.9967116458017691,0.16946003604580875,238.95902393476342,19.009989317498164,-2.659046235083895,5.518618908859034,-4.5929999999999955
36,17000,18000,37.412750870724786,75.44668862203685,106.07829828228371,138.57305125941784,173.04736821842653,196.21991591154185,230.30160400907548,256.53919205075954,273.71713194279505,306.7717614540722,331.252649437953,349.96207407552475,372.1272866950724,397.1173272443103,516.7387617756118,662.9324158728592,837.3226867169423,971.1620421314697,1008.6452180229064,2.891090063459123,143.50784395162216,0.9338112026272575,0.27944255273992336,77.19474382468191,88.11301240358334,-12.595016623293432,25.579295613772647,2.5930000000000084
37,17000,19000,27.313557585221332,50.31209237331838,74.68575590671753,94.63837344752606,114.78863639330322,131.0387984662207,150.3258661484746,171.06832315994782,181.44367514430905,200.87432146887693,211.8079233469431,223.47490502482978,235.72805409300565,247.24940052024598,304.3346412953214,362.04925872002974,401.4448768775742,405.16206215189203,403.5009438490801,1.0711952640459201,122.02450290026806,0.7598932059736841,0.3250826625484173,60.389021353215746,186.03869635580187,-24.851269686361444,54.00721959078564,0.796500000000001
38,17000,20000,27.11871780463606,49.233550548976474,73.92217434242215,92.15017947431335,110.22414415160897,126.85149223577517,143.60740056508814,162.47799237943175,174.66951501361913,188.7171959685573,198.71375518919575,209.72331015181888,218.09195455704892,227.42779413520157,268.71946227838095,302.59727227292905,304.6560095435499,279.9230754653482,268.83044923654126,0.6364947822706527,128.08982874838236,0.5323847167272163,0.34762997195120915,59.825978495598946,310.176508173678,-36.87702019691288,90.04455049932689,0.19766666666666666
39,17000,21000,33.12359380510159,59.75546441886283,89.83516726692078,111.29132284046486,132.07305085557473,153.06070725653527,171.82869972798323,192.84658328052097,209.62458181865645,222.62048446381007,234.13747645496989,246.8545286737035,254.75887992711333,265.24781527806743,306.338148347292,333.78165235195047,317.5559742520512,275.13312028608283,258.59635444010974,0.5466387446448513,158.67546714627844,0.3695521682790433,0.3571877495317569,71.60618145447206,432.2789065258832,-45.73094444819442,125.49099884337042,-0.10175000000000027
40,18000,14600,279.4100846627052,690.169370046921,1060.6908458561318,1336.9556306079226,1805.2272390552107,1981.9029342700476,2346.9751634433405,2613.714016045793,2784.5795038210513,3437.2719533360682,3727.6590162395705,3939.049189266788,4460.39562726292,4641.5480454164435,6632.353481564368,9300.78665176263,14473.370401670023,19990.639373603022,21649.265675203016,64.67267233950682,324.1724665253796,0.9968979949256378,0.14904988404247854,361.80961299046885,18.461765683667004,-1.4342663498507546,5.359469039734215,-1.7626470588235301
41,18000,15000,211.323278200081,536.0393970360153,802.076456241586,1039.048021876294,1407.8233764871907,1522.17757284951,1836.881650315278,2039.5328801102582,2168.031184557116,2682.3042916510512,2910.3059487221954,3161.0575996203193,3444.303644043657,3596.992910566599,5263.488553923138,7760.8189105685215,12044.623396966173,17804.928526596334,19355.82898972864,57.765471359322056,-32.57013423121589,0.9987298882060814,0.04344511772752561,206.59921949153332,11.802507765948253,0.1639499170168479,3.4262798069625435,-1.864333333333334
42,18000,15500,159.47993475306177,377.69328935420276,527.189209301835,709.5483792790058,923.6535884142806,1071.2209194814288,1250.4571778419352,1373.5163167422077,1438.2491823801286,1788.0216917445834,1995.8716010250992,2139.563671460695,2336.5210886254354,2475.096294917751,3662.214411139912,5575.229574591236,8915.001515573664,13692.13451100621,15651.28408064195,45.7421726032282,-282.5746683528582,0.9978972484976836,0.8494899385455328,210.58685357176364,15.192470694708009,1.8260979618183404,4.410389435144429,-2.0372000000000012
43,18000,16000,118.09777074097497,242.02490231609775,356.8122427502693,471.9716773270148,618.0735104780819,701.0441213751438,829.9218804867388,910.8555412744278,971.0307042973576,1177.891455113981,1310.1287468980818,1411.4823113188147,1544.6780503999648,1645.611470176465,2411.9303211588194,3661.0163312333198,6066.054544868389,9533.099650831666,10938.679251216738,31.861827622795847,-254.4709366355096,0.9959232528393536,1.3385934111377822,204.44572801973885,21.17489650789644,2.373580298605149,6.147093631138844,-2.2965000000000018
44,18000,17000,44.359513501535915,97.18705702469833,129.7875269329312,176.40864036118467,228.52542164775195,255.52140088045826,309.48559094472864,342.06199767696586,360.7854586593529,419.6939824045157,462.32765670392575,489.2324482603903,531.0533950901051,577.5843504687977,819.184149698376,1181.6830333976345,1829.291709136588,2616.6239032965127,2919.0312399077675,8.560381874085117,22.20826456611462,0.9994247039725468,0.0697943941246817,20.59810132832794,7.94050258309847,-0.7475004669501351,2.305135840376069,-3.5930000000000084
45,18000,19000,23.64307890807941,43.21881181589354,64.3362036876478,82.28048214733371,100.55468620488183,113.95697538240454,131.8602631398109,152.10257947083872,158.536304874472,179.9495760546023,189.02339420939987,199.4944477573961,213.0971783866103,223.89698141670797,284.1464528081671,352.4502428377108,420.4836266624613,455.4235149920946,467.1442257550117,1.2996334982573772,96.11023823342784,0.8737667728006709,0.30211038191105805,49.54198240173261,125.79588179662373,-17.673981668469562,36.518670281441665,1.5929999999999993
46,18000,20000,27.37543565595848,51.231832626615,75.50144091138117,95.66343278625976,116.17217593723528,132.81772058335645,152.39131668610534,172.411432413367,183.91693705967916,202.5008659926342,214.8091263962071,226.9623590303349,238.2650718322106,250.3239890592979,307.20173416310575,364.4136447271784,401.4748111942189,404.91308032705757,401.65093173006824,1.0631575970982363,124.19858049157891,0.7511148828588018,0.32686120630554294,61.377236566320846,190.51256485555973,-25.324708002187123,55.30598809013384,0.29649999999999965
47,18000,21000,37.7117933605057,71.21831404221966,103.99027802765364,131.69316008282104,159.39210299454123,183.47974186854387,209.42993365737053,233.80248844766476,252.7954947461559,273.69428792218844,291.09313999533674,307.19118092259913,320.4217162385358,337.2298860636594,407.96377106516826,473.32408745399783,502.17243715629377,486.8661001587284,475.4272040823574,1.213929042818144,177.0120256171047,0.668918598503515,0.3365220288916061,85.65199101946608,232.84027352048574,-29.741211657341704,67.59376424327053,-0.1356666666666669
48,19000,14600,106.22121209642772,235.32186321010613,366.36775534710716,469.40829470721087,625.5666744498976,681.6662068721113,813.9773962966726,947.286521918454,963.9770786218688,1231.196541587162,1306.2716905938157,1380.4140469961842,1583.6786733575912,1650.7207014200217,2425.2300070235924,3564.754600726605,5958.1239775125,8812.502493328977,9968.123562452553,29.346552388954997,-144.0365954387712,0.9983038528492539,2.873365149669929,121.31678202958692,13.641990220572303,1.445429035761836,3.9602834030223604,-1.3620454545454548
49,19000,15000,81.44498260601337,182.80821674671745,278.75671115632827,364.6876768721487,486.1640942591233,524.1063114029672,634.4155193669326,737.2501991554984,748.6159374004073,955.945052260834,1013.8655160939883,1093.699057417665,1217.4328662957425,1272.6473779786177,1898.2949268702923,2889.1194388643635,4790.1537881942295,7414.073503346195,8399.94434901049,24.683796713564018,-187.51216841587848,0.9967919266938543,0.9934935816791148,140.44143261277358,18.77574722398675,2.2550214167203153,5.450618194870577,-1.3982500000000002
50,19000,15500,61.599353276010476,130.11543846015616,188.7613149767427,253.66675583601722,327.42129456378154,371.7275514956607,438.75622223806926,506.65249774279334,508.60633176980735,649.7053066039816,702.3734136619944,749.8383391251824,835.4176680921829,882.4255048714484,1319.9764892524,2042.6999634851034,3427.4818467268788,5391.596407735521,6318.474485432254,18.288684236181187,-181.69834198708827,0.9945589784965294,2.474564506299324,135.66593604014395,24.47948595704759,2.969797893520143,7.106419252816873,-1.4551428571428573
51,19000,16000,46.03876160153391,87.22566396078044,131.64204583574585,174.44682421795744,225.38864455002036,251.84251310227364,299.9258427566711,346.95880761521846,352.4054594219576,440.94522725812124,474.18227268341224,507.53740922340484,565.6646949157671,599.5272915586592,884.6675884860587,1353.0923208217987,2292.6504024820033,3601.7128675437298,4209.835091133425,12.17630795967717,-114.14753017445128,0.9945090192687056,8.95638257308,90.74017749216705,24.592231628485386,2.797578699604708,7.139149433980936,-1.5310000000000004
52,19000,17000,21.581082536471175,41.47826682770017,59.67519431973475,79.7128811843066,101.2603886256971,112.32314855135762,134.79122430384814,157.78053482592543,158.805895293403,192.44470866089455,204.00001201361286,215.65714969679854,238.4143920028337,254.72593737518335,360.9813418445285,520.4269612141385,806.9252269483105,1136.6486128721674,1285.729753527881,3.745306843177616,12.352667578576245,0.9995088273567789,0.07295100017906653,8.326731792835862,7.336705927422787,-0.9483823321452145,2.129853067436762,-1.796500000000001
53,19000,18000,15.755487818795112,27.660039562171864,42.015068763541834,54.43985933438112,67.16971226241415,75.01119525883448,87.98291974506107,105.21297468891339,105.27044862737867,126.01290317368554,130.44067415209705,137.7119539988124,151.02617492451492,158.59503222891482,212.60090264384644,284.22232947744885,386.87115913674137,474.2019106539928,514.3465311819533,1.4837330517112046,44.18701916018618,0.9745733183325892,0.24146135162073762,24.035699157209738,53.45827345917386,-7.957486926263934,15.518990243471631,-2.592999999999999
54,19000,20000,21.1225267878231,38.86752923000103,57.86349971941272,73.58939976950127,89.65470905767684,101.89580469609965,117.51435922351028,135.18492400823192,141.67475226079426,159.57583706304914,168.4563466413336,178.24513620010617,188.80678138861023,198.24308364304386,248.50089222753132,303.8448124893282,352.6832068781917,374.8487014003104,380.23439786999296,1.0437505387769974,89.52044240568584,0.841000608195516,0.31113784876448447,45.51553933982529,143.90534350997322,-19.935018631216316,41.775865126288735,0.5929999999999993
